t,r_x,r_y,r_z,v_x,v_y,v_z,a_x,a_y,a_z
0.38000000000000006,0.0,0.0,9.267773193422762,0.0,0.0,43.60038148348216,0,0,114.2768611198303
0.4000000000000001,0.0,0.0,10.208316298938085,0.0,0.0,45.88489734500482,0,0,114.22579307613307
0.4200000000000001,0.0,0.0,11.194519094550415,0.0,0.0,48.16839230207929,0,0,114.17474785372322
0.4400000000000001,0.0,0.0,12.226361175857441,0.0,0.0,50.45086681092734,0,0,114.12372544240235
0.46000000000000013,0.0,0.0,13.303822147575175,0.0,0.0,52.73232132756687,0,0,114.07272583197664
0.48000000000000015,0.0,0.0,14.426881623533866,0.0,0.0,55.01275630781201,0,0,114.02174901225685
0.5000000000000001,0.0,0.0,15.595519226673941,0.0,0.0,57.292172207273175,0,0,113.97079497305825
0.5200000000000001,0.0,0.0,16.809714589041924,0.0,0.0,59.57056948135719,0,0,113.9198637042007
0.5400000000000001,0.0,0.0,18.069447351786376,0.0,0.0,61.84794858526736,0,0,113.86895519550856
0.5600000000000002,0.0,0.0,19.374697165153812,0.0,0.0,64.12430997400358,0,0,113.81806943681079
0.5800000000000002,0.0,0.0,20.725443688484646,0.0,0.0,66.3996541023624,0,0,113.76720641794087
0.6000000000000002,0.0,0.0,22.121666590209134,0.0,0.0,68.67398142493714,0,0,113.71636612873682
0.6200000000000002,0.0,0.0,23.5633455478433,0.0,0.0,70.94729239611796,0,0,113.66554855904121
0.6400000000000002,0.0,0.0,25.050460247984883,0.0,0.0,73.21958747009198,0,0,113.61475369870114
0.6600000000000003,0.0,0.0,26.582990386309262,0.0,0.0,75.49086710084335,0,0,113.56398153756827
0.6800000000000003,0.0,0.0,28.16091566756543,0.0,0.0,77.76113174215332,0,0,113.51323206549876
0.7000000000000003,0.0,0.0,29.78421580557191,0.0,0.0,80.0303818476004,0,0,113.46250527235333
0.7200000000000003,0.0,0.0,31.452870523212717,0.0,0.0,82.29861787056034,0,0,113.41180114799722
0.7400000000000003,0.0,0.0,33.1668595524333,0.0,0.0,84.56584026420634,0,0,113.3611196823002
0.7600000000000003,0.0,0.0,34.92616263423651,0.0,0.0,86.83204948150907,0,0,113.31046086513658
0.7800000000000004,0.0,0.0,36.730759518678525,0.0,0.0,89.09724597523677,0,0,113.25982468638516
0.8000000000000004,0.0,0.0,38.58062996486482,0.0,0.0,91.36143019795536,0,0,113.20921113592931
0.8200000000000004,0.0,0.0,40.47575374094612,0.0,0.0,93.62460260202849,0,0,113.1586202036569
0.8400000000000004,0.0,0.0,42.41611062411437,0.0,0.0,95.8867636396177,0,0,113.10805187946028
0.8600000000000004,0.0,0.0,44.401680400598664,0.0,0.0,98.14791376268242,0,0,113.05750615323639
0.8800000000000004,0.0,0.0,46.432442865661244,0.0,0.0,100.40805342298016,0,0,113.00698301488663
0.9000000000000005,0.0,0.0,48.50837782359344,0.0,0.0,102.66718307206649,0,0,112.95648245431694
0.9200000000000005,0.0,0.0,50.62946508771164,0.0,0.0,104.92530316129525,0,0,112.90600446143775
0.9400000000000005,0.0,0.0,52.795684480353245,0.0,0.0,107.18241414181853,0,0,112.85554902616403
0.9600000000000005,0.0,0.0,55.00701583287266,0.0,0.0,109.43851646458683,0,0,112.80511613841522
0.9800000000000005,0.0,0.0,57.26343898563727,0.0,0.0,111.69361058034913,0,0,112.75470578811527
1.0000000000000004,0.0,0.0,59.56493378802337,0.0,0.0,113.94769693965299,0,0,112.70431796519269
1.0200000000000005,0.0,0.0,61.91148009841218,0.0,0.0,116.2007759928446,0,0,112.6539526595804
1.0400000000000005,0.0,0.0,64.3030577841858,0.0,0.0,118.45284819006892,0,0,112.60360986121589
1.0600000000000005,0.0,0.0,66.7396467217232,0.0,0.0,120.70391398126974,0,0,112.55328956004111
1.0800000000000005,0.0,0.0,69.2212267963962,0.0,0.0,122.95397381618979,0,0,112.50299174600251
1.1000000000000005,0.0,0.0,71.74777790256542,0.0,0.0,125.2030281443708,0,0,112.45271640905106
1.1200000000000006,0.0,0.0,74.31927994357632,0.0,0.0,127.45107741515365,0,0,112.40246353914218
1.1400000000000006,0.0,0.0,76.93571283175514,0.0,0.0,129.69812207767836,0,0,112.35223312623582
1.1600000000000006,0.0,0.0,79.59705648840489,0.0,0.0,131.9441625808843,0,0,112.30202516029635
1.1800000000000006,0.0,0.0,82.30329084380135,0.0,0.0,134.18919937351015,0,0,112.25183963129273
1.2000000000000006,0.0,0.0,85.05439583718908,0.0,0.0,136.43323290409413,0,0,112.2016765291983
1.2200000000000006,0.0,0.0,87.85035141677736,0.0,0.0,138.67626362097394,0,0,112.15153584399093
1.2400000000000007,0.0,0.0,90.69113753973623,0.0,0.0,140.918291972287,0,0,112.10141756565297
1.2600000000000007,0.0,0.0,93.57673417219249,0.0,0.0,143.15931840597042,0,0,112.05132168417123
1.2800000000000007,0.0,0.0,96.50712128922562,0.0,0.0,145.39934336976117,0,0,112.001248189537
1.3000000000000007,0.0,0.0,99.4822788748639,0.0,0.0,147.63836731119608,0,0,111.95119707174607
1.3200000000000007,0.0,0.0,102.5021869220803,0.0,0.0,149.87639067761205,0,0,111.90116832079863
1.3400000000000007,0.0,0.0,105.56682543278856,0.0,0.0,152.11341391614604,0,0,111.85116192669943
1.3600000000000008,0.0,0.0,108.67617441783915,0.0,0.0,154.3494374737352,0,0,111.80117787945764
1.3800000000000008,0.0,0.0,111.8302138970153,0.0,0.0,156.58446179711694,0,0,111.75121616908686
1.4000000000000008,0.0,0.0,115.028923899029,0.0,0.0,158.81848733282905,0,0,111.70127678560522
1.4200000000000008,0.0,0.0,118.27228446151699,0.0,0.0,161.05151452720975,0,0,111.65135971903527
1.4400000000000008,0.0,0.0,121.56027563103683,0.0,0.0,163.28354382639782,0,0,111.60146495940403
1.4600000000000009,0.0,0.0,124.89287746306283,0.0,0.0,165.51457567633267,0,0,111.55159249674297
1.4800000000000009,0.0,0.0,128.27007002198215,0.0,0.0,167.74461052275444,0,0,111.50174232108803
1.5000000000000009,0.0,0.0,131.69183338109073,0.0,0.0,169.97364881120404,0,0,111.45191442247958
1.520000000000001,0.0,0.0,135.15814762258938,0.0,0.0,172.20169098702328,0,0,111.40210879096246
1.540000000000001,0.0,0.0,138.6689928375798,0.0,0.0,174.428737495355,0,0,111.35232541658596
1.560000000000001,0.0,0.0,142.22434912606053,0.0,0.0,176.65478878114308,0,0,111.30256428940379
1.580000000000001,0.0,0.0,145.8241965969231,0.0,0.0,178.87984528913256,0,0,111.25282539947415
1.600000000000001,0.0,0.0,149.46851536794787,0.0,0.0,181.10390746386975,0,0,111.20310873685962
1.620000000000001,0.0,0.0,153.15728556580024,0.0,0.0,183.32697574970229,0,0,111.1534142916273
1.640000000000001,0.0,0.0,156.8904873260266,0.0,0.0,185.54905059077925,0,0,111.10374205384865
1.660000000000001,0.0,0.0,160.66810079305034,0.0,0.0,187.77013243105125,0,0,111.05409201359963
1.680000000000001,0.0,0.0,164.49010612016795,0.0,0.0,189.99022171427046,0,0,111.0044641609606
1.700000000000001,0.0,0.0,168.35648346954497,0.0,0.0,192.2093188839908,0,0,110.95485848601635
1.720000000000001,0.0,0.0,172.2672130122121,0.0,0.0,194.4274243835679,0,0,110.90527497885611
1.740000000000001,0.0,0.0,176.22227492806118,0.0,0.0,196.64453865615937,0,0,110.85571362957356
1.7600000000000011,0.0,0.0,180.22164940584133,0.0,0.0,198.8606621447247,0,0,110.80617442826677
1.7800000000000011,0.0,0.0,184.26531664315485,0.0,0.0,201.07579529202548,0,0,110.75665736503828
1.8000000000000012,0.0,0.0,188.35325684645335,0.0,0.0,203.28993854062537,0,0,110.70716242999498
1.8200000000000012,0.0,0.0,192.4854502310338,0.0,0.0,205.50309233289033,0,0,110.65768961324827
1.8400000000000012,0.0,0.0,196.66187702103457,0.0,0.0,207.7152571109886,0,0,110.6082389049139
1.8600000000000012,0.0,0.0,200.8825174494314,0.0,0.0,209.92643331689084,0,0,110.55881029511207
1.8800000000000012,0.0,0.0,205.1473517580336,0.0,0.0,212.1366213923702,0,0,110.50940377396739
1.9000000000000012,0.0,0.0,209.45636019748,0.0,0.0,214.34582177900236,0,0,110.46001933160888
1.9200000000000013,0.0,0.0,213.80952302723495,0.0,0.0,216.55403491816577,0,0,110.41065695816998
1.9400000000000013,0.0,0.0,218.20682051558455,0.0,0.0,218.76126125104153,0,0,110.36131664378851
1.9600000000000013,0.0,0.0,222.64823293963255,0.0,0.0,220.96750121861368,0,0,110.31199837860673
1.9800000000000013,0.0,0.0,227.1337405852965,0.0,0.0,223.1727552616691,0,0,110.2627021527713
2.0000000000000013,0.0,0.0,231.66332374730374,0.0,0.0,225.37702382079777,0,0,110.21342795643326
2.0200000000000014,0.0,0.0,236.23696272918755,0.0,0.0,227.58030733639274,0,0,110.16417577974809
2.0400000000000014,0.0,0.0,240.85463784328314,0.0,0.0,229.78260624865024,0,0,110.11494561287564
2.0600000000000014,0.0,0.0,245.51632941072373,0.0,0.0,231.98392099756984,0,0,110.06573744598016
2.0800000000000014,0.0,0.0,250.22201776143666,0.0,0.0,234.18425202295444,0,0,110.0165512692303
2.1000000000000014,0.0,0.0,254.97168323413942,0.0,0.0,236.38359976441043,0,0,109.96738707279911
2.1200000000000014,0.0,0.0,259.76530617633574,0.0,0.0,238.5819646613477,0,0,109.91824484686401
2.1400000000000015,0.0,0.0,264.60286694431164,0.0,0.0,240.77934715297985,0,0,109.86912458160685
2.1600000000000015,0.0,0.0,269.48434590313155,0.0,0.0,242.97574767832413,0,0,109.82002626721382
2.1800000000000015,0.0,0.0,274.40972342663434,0.0,0.0,245.17116667620164,0,0,109.77094989387552
2.2000000000000015,0.0,0.0,279.3789798974295,0.0,0.0,247.36560458523738,0,0,109.72189545178695
2.2200000000000015,0.0,0.0,284.3920957068929,0.0,0.0,249.55906184386032,0,0,109.67286293114746
2.2400000000000015,0.0,0.0,289.4490512551634,0.0,0.0,251.75153889030355,0,0,109.62385232216079
2.2600000000000016,0.0,0.0,294.54982695113847,0.0,0.0,253.94303616260424,0,0,109.57486361503506
2.2800000000000016,0.0,0.0,299.69440321247055,0.0,0.0,256.1335540986039,0,0,109.52589679998277
2.3000000000000016,0.0,0.0,304.88276046556297,0.0,0.0,258.3230931359483,0,0,109.47695186722079
2.3200000000000016,0.0,0.0,310.1148791455661,0.0,0.0,260.5116537120877,0,0,109.42802880697037
2.3400000000000016,0.0,0.0,315.3907396963735,0.0,0.0,262.69923626427686,0,0,109.37912760945711
2.3600000000000017,0.0,0.0,320.71032257061796,0.0,0.0,264.8858412295751,0,0,109.330248264911
2.3800000000000017,0.0,0.0,326.0736082296676,0.0,0.0,267.0714690448464,0,0,109.28139076356638
2.4000000000000017,0.0,0.0,331.48057714362193,0.0,0.0,269.25612014675966,0,0,109.23255509566195
2.4200000000000017,0.0,0.0,336.931209791308,0.0,0.0,271.43979497178844,0,0,109.18374125144081
2.4400000000000017,0.0,0.0,342.4254866602764,0.0,0.0,273.62249395621143,0,0,109.13494922115036
2.4600000000000017,0.0,0.0,347.96338824679765,0.0,0.0,275.8042175361123,0,0,109.08617899504242
2.4800000000000018,0.0,0.0,353.5448950558579,0.0,0.0,277.98496614737974,0,0,109.0374305633731
2.5000000000000018,0.0,0.0,359.16998760115536,0.0,0.0,280.1647402257078,0,0,108.98870391640295
2.520000000000002,0.0,0.0,364.8386464050962,0.0,0.0,282.3435402065958,0,0,108.93999904439679
2.540000000000002,0.0,0.0,370.5508519987907,0.0,0.0,284.52136652534824,0,0,108.89131593762383
2.560000000000002,0.0,0.0,376.30658492204947,0.0,0.0,286.6982196170754,0,0,108.84265458635763
2.580000000000002,0.0,0.0,382.10582572337955,0.0,0.0,288.8740999166929,0,0,108.79401498087607
2.600000000000002,0.0,0.0,387.9485549599803,0.0,0.0,291.04900785892215,0,0,108.74539711146141
2.620000000000002,0.0,0.0,393.8347531977398,0.0,0.0,293.22294387829015,0,0,108.69680096840024
2.640000000000002,0.0,0.0,399.7644010112308,0.0,0.0,295.39590840912985,0,0,108.64822654198349
2.660000000000002,0.0,0.0,405.7374789837069,0.0,0.0,297.56790188558,0,0,108.5996738225064
2.680000000000002,0.0,0.0,411.7539677070987,0.0,0.0,299.7389247415854,0,0,108.55114280026861
2.700000000000002,0.0,0.0,417.81384778200976,0.0,0.0,301.90897741089685,0,0,108.50263346557402
2.720000000000002,0.0,0.0,423.91709981771294,0.0,0.0,304.07806032707146,0,0,108.45414580873093
2.740000000000002,0.0,0.0,430.0637044321464,0.0,0.0,306.2461739234725,0,0,108.40567982005192
2.760000000000002,0.0,0.0,436.25364225190975,0.0,0.0,308.41331863326957,0,0,108.35723548985393
2.780000000000002,0.0,0.0,442.4868939122602,0.0,0.0,310.5794948894387,0,0,108.30881280845823
2.800000000000002,0.0,0.0,448.76344005710865,0.0,0.0,312.7447031247625,0,0,108.26041176619039
2.820000000000002,0.0,0.0,455.0832613390159,0.0,0.0,314.90894377183014,0,0,108.21203235338031
2.840000000000002,0.0,0.0,461.44633841918875,0.0,0.0,317.0722172630374,0,0,108.16367456036222
2.860000000000002,0.0,0.0,467.85265196747594,0.0,0.0,319.23452403058684,0,0,108.1153383774747
2.880000000000002,0.0,0.0,474.3021826623647,0.0,0.0,321.39586450648807,0,0,108.06702379506056
2.900000000000002,0.0,0.0,480.79491119097656,0.0,0.0,323.55623912255743,0,0,108.01873080346704
2.920000000000002,0.0,0.0,487.33081824906355,0.0,0.0,325.7156483104183,0,0,107.97045939304557
2.940000000000002,0.0,0.0,493.9098845410044,0.0,0.0,327.87409250150137,0,0,107.92220955415202
2.960000000000002,0.0,0.0,500.5320907798007,0.0,0.0,330.0315721270443,0,0,107.87398127714646
2.980000000000002,0.0,0.0,507.197417687073,0.0,0.0,332.18808761809214,0,0,107.82577455239333
3.000000000000002,0.0,0.0,513.905845993057,0.0,0.0,334.34363940549736,0,0,107.77758937026135
3.0200000000000022,0.0,0.0,520.6573564365996,0.0,0.0,336.4982279199198,0,0,107.72942572112358
3.0400000000000023,0.0,0.0,527.4519297651551,0.0,0.0,338.651853591827,0,0,107.68128359535731
3.0600000000000023,0.0,0.0,534.2895467347817,0.0,0.0,340.8045168514939,0,0,107.63316298334422
3.0800000000000023,0.0,0.0,541.1701881101368,0.0,0.0,342.9562181290033,0,0,107.58506387547023
3.1000000000000023,0.0,0.0,548.0938346644741,0.0,0.0,345.10695785424576,0,0,107.53698626212555
3.1200000000000023,0.0,0.0,555.0604671796393,0.0,0.0,347.25673645691984,0,0,107.48893013370474
3.1400000000000023,0.0,0.0,562.070066446066,0.0,0.0,349.405554366532,0,0,107.44089548060659
3.1600000000000024,0.0,0.0,569.1226132627726,0.0,0.0,351.5534120123967,0,0,107.39288229323421
3.1800000000000024,0.0,0.0,576.2180884373577,0.0,0.0,353.7003098236366,0,0,107.34489056199502
3.2000000000000024,0.0,0.0,583.3564727859967,0.0,0.0,355.8462482291826,0,0,107.29692027730067
3.2200000000000024,0.0,0.0,590.5377471334381,0.0,0.0,357.99122765777395,0,0,107.24897142956715
3.2400000000000024,0.0,0.0,597.7618923129992,0.0,0.0,360.13524853795826,0,0,107.2010440092147
3.2600000000000025,0.0,0.0,605.0288891665624,0.0,0.0,362.27831129809164,0,0,107.15313800666786
3.2800000000000025,0.0,0.0,612.3387185445716,0.0,0.0,364.42041636633877,0,0,107.10525341235544
3.3000000000000025,0.0,0.0,619.6913613060284,0.0,0.0,366.56156417067297,0,0,107.05739021671053
3.3200000000000025,0.0,0.0,627.0867983184879,0.0,0.0,368.70175513887636,0,0,107.00954841017048
3.3400000000000025,0.0,0.0,634.5250104580554,0.0,0.0,370.8409896985399,0,0,106.96172798317694
3.3600000000000025,0.0,0.0,642.0059786093818,0.0,0.0,372.9792682770634,0,0,106.91392892617583
3.3800000000000026,0.0,0.0,649.5296836656609,0.0,0.0,375.1165913016557,0,0,106.8661512296173
3.4000000000000026,0.0,0.0,657.0961065286243,0.0,0.0,377.25295919933484,0,0,106.8183948839558
3.4200000000000026,0.0,0.0,664.7052281085388,0.0,0.0,379.3883723969278,0,0,106.77065987965007
3.4400000000000026,0.0,0.0,672.3570293242016,0.0,0.0,381.52283132107107,0,0,106.72294620716305
3.4600000000000026,0.0,0.0,680.0514911029372,0.0,0.0,383.6563363982103,0,0,106.67525385696199
3.4800000000000026,0.0,0.0,687.7885943805932,0.0,0.0,385.7888880546007,0,0,106.6275828195184
3.5000000000000027,0.0,0.0,695.5683201015364,0.0,0.0,387.92048671630687,0,0,106.579933085308
3.5200000000000027,0.0,0.0,703.3906492186494,0.0,0.0,390.05113280920307,0,0,106.53230464481085
3.5400000000000027,0.0,0.0,711.2555626933265,0.0,0.0,392.1808267589733,0,0,106.48469748851117
3.5600000000000027,0.0,0.0,719.1630414954701,0.0,0.0,394.30956899111123,0,0,106.4371116068975
3.5800000000000027,0.0,0.0,727.1130666034867,0.0,0.0,396.4373599309205,0,0,106.38954699046262
3.6000000000000028,0.0,0.0,735.105619004283,0.0,0.0,398.56420000351454,0,0,106.34200362970351
3.6200000000000028,0.0,0.0,743.1406796932623,0.0,0.0,400.69008963381697,0,0,106.29448151512148
3.640000000000003,0.0,0.0,751.218229674321,0.0,0.0,402.8150292465614,0,0,106.246980637222
3.660000000000003,0.0,0.0,759.3382499598442,0.0,0.0,404.93901926629167,0,0,106.19950098651483
3.680000000000003,0.0,0.0,767.5007215707022,0.0,0.0,407.06206011736197,0,0,106.15204255351398
3.700000000000003,0.0,0.0,775.7056255362467,0.0,0.0,409.18415222393674,0,0,106.10460532873766
3.720000000000003,0.0,0.0,783.9529428943071,0.0,0.0,411.3052960099909,0,0,106.05718930270837
3.740000000000003,0.0,0.0,792.2426546911865,0.0,0.0,413.42549189931,0,0,106.00979446595277
3.760000000000003,0.0,0.0,800.5747419816581,0.0,0.0,415.54474031549,0,0,105.96242080900183
3.780000000000003,0.0,0.0,808.9491858289613,0.0,0.0,417.66304168193784,0,0,105.9150683223907
3.800000000000003,0.0,0.0,817.3659673047981,0.0,0.0,419.780396421871,0,0,105.86773699665879
3.820000000000003,0.0,0.0,825.825067489329,0.0,0.0,421.896804958318,0,0,105.82042682234972
3.840000000000003,0.0,0.0,834.3264674711693,0.0,0.0,424.01226771411825,0,0,105.77313779001135
3.860000000000003,0.0,0.0,842.8701483473858,0.0,0.0,426.1267851119222,0,0,105.72586989019574
3.880000000000003,0.0,0.0,851.4560912234923,0.0,0.0,428.24035757419136,0,0,105.67862311345921
3.900000000000003,0.0,0.0,860.0842772134464,0.0,0.0,430.3529855231986,0,0,105.63139745036227
3.920000000000003,0.0,0.0,868.7546874396453,0.0,0.0,432.464669381028,0,0,105.58419289146966
3.940000000000003,0.0,0.0,877.4673030329222,0.0,0.0,434.575409569575,0,0,105.53700942735031
3.960000000000003,0.0,0.0,886.222105132543,0.0,0.0,436.68520651054655,0,0,105.48984704857742
3.980000000000003,0.0,0.0,895.0190748862015,0.0,0.0,438.7940606254611,0,0,105.44270574572835
4.000000000000003,0.0,0.0,903.8581934500163,0.0,0.0,440.9019723356488,0,0,105.3955855093847
4.020000000000002,0.0,0.0,912.7394419885273,0.0,0.0,443.00894206225144,0,0,105.34848633013226
4.040000000000002,0.0,0.0,921.6628016746915,0.0,0.0,445.1149702262227,0,0,105.30140819856106
4.060000000000001,0.0,0.0,930.6282536898792,0.0,0.0,447.220057248328,0,0,105.25435110526529
4.080000000000001,0.0,0.0,939.6357792238703,0.0,0.0,449.32420354914484,0,0,105.20731504084337
4.1000000000000005,0.0,0.0,948.6853594748507,0.0,0.0,451.4274095490628,0,0,105.16029999589792
4.12,0.0,0.0,957.7769756494085,0.0,0.0,453.5296756682835,0,0,105.11330596103575
4.14,0.0,0.0,966.9106089625303,0.0,0.0,455.63100232682086,0,0,105.06633292686787
4.159999999999999,0.0,0.0,976.0862406375971,0.0,0.0,457.7313899445011,0,0,105.01938088400952
4.179999999999999,0.0,0.0,985.303851906381,0.0,0.0,459.8308389409627,0,0,104.97244982308007
4.199999999999998,0.0,0.0,994.5634240090411,0.0,0.0,461.92934973565673,0,0,104.92553973470314
4.219999999999998,0.0,0.0,1003.86493819412,0.0,0.0,464.02692274784687,0,0,104.8786506095065
4.2399999999999975,0.0,0.0,1013.2083757185399,0.0,0.0,466.1235583966093,0,0,104.83178243812212
4.259999999999997,0.0,0.0,1022.5937178475988,0.0,0.0,468.21925710083303,0,0,104.78493521118617
4.279999999999997,0.0,0.0,1032.0209458549668,0.0,0.0,470.3140192792198,0,0,104.73810891933898
4.299999999999996,0.0,0.0,1041.4900410226833,0.0,0.0,472.4078453502843,0,0,104.69130355322511
4.319999999999996,0.0,0.0,1051.000984641151,0.0,0.0,474.50073573235414,0,0,104.64451910349325
4.339999999999995,0.0,0.0,1060.5537580091348,0.0,0.0,476.5926908435701,0,0,104.59775556079629
4.359999999999995,0.0,0.0,1070.1483424337555,0.0,0.0,478.68371110188593,0,0,104.55101291579128
4.379999999999995,0.0,0.0,1079.7847192304887,0.0,0.0,480.7737969250687,0,0,104.50429115913947
4.399999999999994,0.0,0.0,1089.462869723159,0.0,0.0,482.86294873069886,0,0,104.45759028150627
4.419999999999994,0.0,0.0,1099.1827752439372,0.0,0.0,484.95116693617007,0,0,104.41091027356127
4.439999999999993,0.0,0.0,1108.9444171333362,0.0,0.0,487.0384519586896,0,0,104.36425112597821
4.459999999999993,0.0,0.0,1118.7477767402077,0.0,0.0,489.12480421527835,0,0,104.31761282943505
4.479999999999992,0.0,0.0,1128.5928354217378,0.0,0.0,491.2102241227706,0,0,104.27099537461382
4.499999999999992,0.0,0.0,1138.4795745434446,0.0,0.0,493.2947120978146,0,0,104.22439875220081
4.519999999999992,0.0,0.0,1148.4079754791726,0.0,0.0,495.37826855687234,0,0,104.17782295288643
4.539999999999991,0.0,0.0,1158.3780196110904,0.0,0.0,497.4608939162197,0,0,104.13126796736525
4.559999999999991,0.0,0.0,1168.3896883296866,0.0,0.0,499.5425885919464,0,0,104.08473378633599
4.57999999999999,0.0,0.0,1178.4429630337659,0.0,0.0,501.62335299995647,0,0,104.03822040050156
4.59999999999999,0.0,0.0,1188.5378251304453,0.0,0.0,503.7031875559679,0,0,103.99172780056898
4.6199999999999894,0.0,0.0,1198.6742560351508,0.0,0.0,505.78209267551284,0,0,103.94525597724946
4.639999999999989,0.0,0.0,1208.8522371716138,0.0,0.0,507.860068773938,0,0,103.89880492125835
4.659999999999989,0.0,0.0,1219.0717499718664,0.0,0.0,509.9371162664043,0,0,103.85237462331513
4.679999999999988,0.0,0.0,1229.3327758762389,0.0,0.0,512.0132355678871,0,0,103.80596507414346
4.699999999999988,0.0,0.0,1239.6352963333554,0.0,0.0,514.0884270931765,0,0,103.75957626447114
4.719999999999987,0.0,0.0,1249.97929280013,0.0,0.0,516.1626912568771,0,0,103.71320818503007
4.739999999999987,0.0,0.0,1260.3647467417634,0.0,0.0,518.2360284734083,0,0,103.66686082655634
4.7599999999999865,0.0,0.0,1270.7916396317396,0.0,0.0,520.308439157004,0,0,103.62053417979017
4.779999999999986,0.0,0.0,1281.2599529518209,0.0,0.0,522.3799237217136,0,0,103.5742282354759
4.799999999999986,0.0,0.0,1291.7696681920459,0.0,0.0,524.4504825814008,0,0,103.52794298436204
4.819999999999985,0.0,0.0,1302.320766850724,0.0,0.0,526.5201161497448,0,0,103.48167841720118
4.839999999999985,0.0,0.0,1312.913230434434,0.0,0.0,528.5888248402398,0,0,103.43543452475011
4.859999999999984,0.0,0.0,1323.5470404580174,0.0,0.0,530.6566090661952,0,0,103.38921129776969
4.879999999999984,0.0,0.0,1334.2221784445776,0.0,0.0,532.7234692407357,0,0,103.34300872702494
4.8999999999999835,0.0,0.0,1344.9386259254743,0.0,0.0,534.7894057768013,0,0,103.296826803285
4.919999999999983,0.0,0.0,1355.6963644403208,0.0,0.0,536.8544190871478,0,0,103.25066551732316
4.939999999999983,0.0,0.0,1366.4953755369797,0.0,0.0,538.9185095843461,0,0,103.20452485991677
4.959999999999982,0.0,0.0,1377.3356407715598,0.0,0.0,540.981677680783,0,0,103.15840482184737
4.979999999999982,0.0,0.0,1388.2171417084119,0.0,0.0,543.043923788661,0,0,103.11230539390058
4.999999999999981,0.0,0.0,1399.1398599201252,0.0,0.0,545.1052483199983,0,0,103.06622656686616
5.019999999999981,0.0,0.0,1410.1037769875243,0.0,0.0,547.1656516866291,0,0,103.02016833153796
5.0399999999999805,0.0,0.0,1421.1088744996641,0.0,0.0,549.2251343002033,0,0,102.97413067871396
5.05999999999998,0.0,0.0,1432.1551340538276,0.0,0.0,551.2836965721872,0,0,102.92811359919627
5.07999999999998,0.0,0.0,1443.2425372555217,0.0,0.0,553.341338913863,0,0,102.88211708379106
5.099999999999979,0.0,0.0,1454.3710657184731,0.0,0.0,555.3980617363292,0,0,102.83614112330865
5.119999999999979,0.0,0.0,1465.5407010646247,0.0,0.0,557.4538654505004,0,0,102.79018570856347
5.139999999999978,0.0,0.0,1476.7514249241328,0.0,0.0,559.5087504671079,0,0,102.74425083037401
5.159999999999978,0.0,0.0,1488.0032189353628,0.0,0.0,561.5627171966992,0,0,102.69833647956294
5.1799999999999775,0.0,0.0,1499.296064744885,0.0,0.0,563.6157660496383,0,0,102.65244264695696
5.199999999999977,0.0,0.0,1510.6299440074717,0.0,0.0,565.667897436106,0,0,102.60656932338689
5.219999999999977,0.0,0.0,1522.0048383860938,0.0,0.0,567.7191117660998,0,0,102.56071649968764
5.239999999999976,0.0,0.0,1533.4207295519157,0.0,0.0,569.7694094494337,0,0,102.51488416669827
5.259999999999976,0.0,0.0,1544.8775991842933,0.0,0.0,571.818790895739,0,0,102.46907231526185
5.279999999999975,0.0,0.0,1556.3754289707697,0.0,0.0,573.8672565144635,0,0,102.42328093622561
5.299999999999975,0.0,0.0,1567.9142006070713,0.0,0.0,575.9148067148724,0,0,102.37751002044082
